UserID,UserID,Name,Surname,Email,Gender,Age_Group,Age_Category,Race,Province,Instagram_Handles,Channel2,LocalTime_SAST,Duration 2
821735,821735,Efren ,Marek,Efren 131@yahoo.com,male,30-39,Mid Adult,white,Gauteng,@Efren 13,CNN,1/13/2016 11:37,2026-04-16T00:52:32.000Z
821746,821746,Lucas ,Curran,Lucas 233@mail.com,male,30-39,Adult,black,North West,@Lucas 23,Cartoon Network,3/12/2016 8:42,2026-04-16T00:26:45.000Z
821994,821994,Dion ,Martello,Dion 332@gmail.com,male,20-29,Young Adults,black,Free State,@Dion 33,Boomerang,3/7/2016 9:40,2026-04-16T00:05:14.000Z
822075,822075,Emerson ,Woolard,Emerson 241@yahoo.com,male,20-29,Young Adults,black,Gauteng,@Emerson 24,Channel O,2/24/2016 18:05,2026-04-16T00:03:27.000Z
822136,822136,Claud ,Borelli,Claud 344@abcmail.com,male,30-39,Mid Adult,black,Northern Cape,@Claud 34,Supersport Live Events,2/25/2016 0:23,2026-04-16T00:00:30.000Z
822187,822187,Wilburn ,Mccown,Wilburn 302@gmail.com,male,40-49,Mature Adult,white,Gauteng,@Wilburn 30,ICC Cricket World Cup 2011,3/6/2016 10:43,2026-04-16T00:08:44.000Z
822267,822267,Garry ,Luthy,Garry 284@abcmail.com,male,40-49,Mid Adult,black,Gauteng,@Garry 28,Supersport Live Events,1/9/2016 20:25,2026-04-16T00:18:58.000Z
822342,822342,Donald ,Beville,Donald 224@abcmail.com,male,20-29,Young Adults,indian_asian,Western Cape,@Donald 22,Trace TV,2/27/2016 11:36,2026-04-16T00:05:12.000Z
822436,822436,Haywood ,Hier,Haywood 95@mailxyz.com,male,20-29,Adult,None,Gauteng,@Haywood 9,Boomerang,2/28/2016 10:42,2026-04-16T00:00:22.000Z
822534,822534,Lane ,Slane,Lane 113@mail.com,male,30-39,Mid Adult,None,Western Cape,@Lane 11,Supersport Live Events,2/26/2016 21:22,2026-04-16T00:00:14.000Z
831500,831500,Eli ,Woolard,Eli 292@gmail.com,male,40-49,Mid Adult,black,Kwazulu Natal,@Eli 29,Channel O,3/11/2016 1:26,2026-04-16T00:02:15.000Z
831514,831514,Emerson ,Langenfeld,Emerson 241@yahoo.com,male,20-29,Adult,black,Gauteng,@Emerson 24,ICC Cricket World Cup 2011,3/2/2016 12:04,2026-04-16T00:03:30.000Z
831563,831563,Dia ,Arrieta,Dia 223@mail.com,female,20-29,Young Adults,indian_asian,Gauteng,@Dia 22,Trace TV,3/3/2016 12:05,2026-04-16T00:03:57.000Z
831888,831888,Jacinto ,Woolard,Jacinto 255@mailxyz.com,male,20-29,Adult,coloured,Western Cape,@Jacinto 25,Break in transmission,3/1/2016 22:30,2026-04-16T00:00:22.000Z
832412,832412,Garry ,Holt,Garry 285@mailxyz.com,male,40-49,Mid Adult,black,Eastern Cape,@Garry 28,CNN,3/1/2016 21:59,2026-04-16T00:00:06.000Z
833215,833215,Hyman ,Gettys,Hyman 83@mail.com,male,40-49,Mature Adult,None,Western Cape,@Hyman 8,Trace TV,2/25/2016 16:46,2026-04-16T00:06:06.000Z
833277,833277,Lucas ,Sieren,Lucas 233@mail.com,male,20-29,Adult,indian_asian,Gauteng,@Lucas 23,SuperSport Blitz,3/7/2016 21:31,2026-04-16T00:01:04.000Z
833479,833479,Brendan ,Fudge,Brendan 451@yahoo.com,male,30-39,Adult,white,Mpumalanga,@Brendan 45,ICC Cricket World Cup 2011,3/6/2016 13:37,2026-04-16T00:00:24.000Z
833542,833542,Hyman ,Hier,Hyman 83@mail.com,male,40-49,Mature Adult,indian_asian,Gauteng,@Hyman 8,ICC Cricket World Cup 2011,3/1/2016 15:20,2026-04-16T00:00:00.000Z
833584,833584,Samuel ,Leicht,Samuel 264@abcmail.com,male,20-29,Adult,black,Gauteng,@Samuel 26,Trace TV,3/5/2016 9:31,2026-04-16T00:16:42.000Z
851942,851942,Royal ,Gettys,Royal 174@abcmail.com,male,20-29,Adult,black,Gauteng,@Royal 17,Channel O,3/4/2016 6:27,2026-04-16T00:46:27.000Z
852179,852179,Haywood ,Slane,Haywood 95@mailxyz.com,male,20-29,Adult,black,Gauteng,@Haywood 9,ICC Cricket World Cup 2011,3/6/2016 14:42,2026-04-16T00:00:00.000Z
852419,852419,Irmgard ,Bilyeu,Irmgard 15@mailxyz.com,female,20-29,Adult,None,Kwazulu Natal,@Irmgard 1,SawSee,1/26/2016 19:51,2026-04-16T00:00:11.000Z
865604,865604,Eli ,Paradis,Eli 294@abcmail.com,male,40-49,Mid Adult,black,Eastern Cape,@Eli 29,Africa Magic,3/13/2016 20:20,2026-04-16T00:00:02.000Z
866122,866122,Charlie ,Mccollum,Charlie 365@mailxyz.com,male,30-39,Adult,black,Mpumalanga,@Charlie 36,ICC Cricket World Cup 2011,3/15/2016 22:06,2026-04-16T00:03:20.000Z
866344,866344,Carter ,Arrieta,Carter 33@mail.com,male,40-49,Mid Adult,indian_asian,Western Cape,@Carter 3,ICC Cricket World Cup 2011,3/12/2016 16:42,2026-04-16T11:29:28.000Z
866345,866345,Romeo ,Beville,Romeo 373@mail.com,male,19-Oct,Young Adults,black,Kwazulu Natal,@Romeo 37,Cartoon Network,3/3/2016 19:15,2026-04-16T00:00:08.000Z
866380,866380,Randy ,Beville,Randy 392@gmail.com,male,30-39,Mid Adult,black,Mpumalanga,@Randy 39,Africa Magic,3/13/2016 22:23,2026-04-16T00:07:46.000Z
867230,867230,Art ,Bilyeu,Art 403@mail.com,male,30-39,Mid Adult,black,Gauteng,@Art 40,Supersport Live Events,3/7/2016 21:57,2026-04-16T00:00:06.000Z
867333,867333,Earl ,Zweifel,Earl 423@mail.com,male,20-29,Young Adults,indian_asian,Limpopo,@Earl 42,ICC Cricket World Cup 2011,3/9/2016 16:16,2026-04-16T00:03:14.000Z
867457,867457,Haywood ,Zweifel,Haywood 91@yahoo.com,male,20-29,Adult,indian_asian,Gauteng,@Haywood 9,Supersport Live Events,3/24/2016 18:50,2026-04-16T00:05:10.000Z
867486,867486,Meghann ,Curran,Meghann 462@gmail.com,female,30-39,Mid Adult,black,Limpopo,@Meghann 46,Africa Magic,3/12/2016 14:06,2026-04-16T00:05:05.000Z
867658,867658,Stacy ,Slane,Stacy 271@yahoo.com,male,20-29,Adult,indian_asian,Gauteng,@Stacy 27,ICC Cricket World Cup 2011,3/23/2016 11:02,2026-04-16T00:00:30.000Z
867790,867790,Hollis ,Borelli,Hollis 381@yahoo.com,male,19-Oct,Young Adults,white,Western Cape,@Hollis 38,Cartoon Network,3/19/2016 22:10,2026-04-16T00:21:17.000Z
869889,869889,Raymundo ,Bilyeu,Raymundo 433@mail.com,male,30-39,Mid Adult,black,Limpopo,@Raymundo 43,Africa Magic,1/4/2016 0:02,2026-04-16T00:04:08.000Z
879414,879414,Loyd ,Caves,Loyd 495@mailxyz.com,male,30-39,Adult,coloured,Western Cape,@Loyd 49,CNN,3/31/2016 23:19,2026-04-16T00:00:52.000Z
879801,879801,Lloyd ,Paradis,Lloyd 74@abcmail.com,male,20-29,Young Adults,other,Limpopo,@Lloyd 7,Channel O,3/20/2016 15:24,2026-04-16T00:06:45.000Z
880234,880234,Art ,Condie,Art 401@yahoo.com,male,30-39,Adult,coloured,Western Cape,@Art 40,SuperSport Blitz,3/21/2016 19:05,2026-04-16T00:04:12.000Z
881027,881027,Michel ,Mccown,Michel 203@mail.com,male,20-29,Adult,white,Mpumalanga,@Michel 20,Supersport Live Events,3/26/2016 14:45,2026-04-16T00:00:32.000Z
882169,882169,Randy ,Leicht,Randy 394@abcmail.com,male,20-29,Young Adults,coloured,Western Cape,@Randy 39,Channel O,1/11/2016 23:07,2026-04-16T00:14:57.000Z
882376,882376,Len ,Sieren,Len 442@gmail.com,male,50-59,Mature Adult,white,Gauteng,@Len 44,Supersport Live Events,3/19/2016 16:14,2026-04-16T00:01:12.000Z
882400,882400,Stacy ,Luthy,Stacy 273@mail.com,male,20-29,Young Adults,white,Gauteng,@Stacy 27,Supersport Live Events,3/19/2016 20:41,2026-04-16T00:02:38.000Z
883021,883021,Jared ,Biggers,Jared 503@mail.com,male,30-39,Adult,indian_asian,Gauteng,@Jared 50,ICC Cricket World Cup 2011,3/19/2016 19:05,2026-04-16T00:01:42.000Z
883186,883186,Cody ,Slane,Cody 125@mailxyz.com,male,40-49,Mature Adult,black,Western Cape,@Cody 12,SuperSport Blitz,3/19/2016 22:07,2026-04-16T00:05:08.000Z
883295,883295,Emilie ,Deblois,Emilie 325@mailxyz.com,female,40-49,Mid Adult,black,Gauteng,@Emilie 32,Africa Magic,3/25/2016 21:14,2026-04-16T00:00:02.000Z
886722,886722,Randy ,Zweifel,Randy 394@abcmail.com,male,30-39,Mid Adult,indian_asian,Gauteng,@Randy 39,ICC Cricket World Cup 2011,3/20/2016 16:17,2026-04-16T00:00:08.000Z
892173,892173,Kyle ,Biggers,Kyle 62@gmail.com,male,20-29,Adult,indian_asian,Gauteng,@Kyle 6,Boomerang,3/22/2016 20:15,2026-04-16T00:15:45.000Z
892732,892732,Bret ,Tancredi,Bret 315@mailxyz.com,male,20-29,Adult,black,Gauteng,@Bret 31,Channel O,3/20/2016 9:41,2026-04-16T00:15:39.000Z
892807,892807,Irving ,Pool,Irving 53@mail.com,male,20-29,Adult,indian_asian,Mpumalanga,@Irving 5,Supersport Live Events,3/24/2016 15:37,2026-04-16T00:01:34.000Z
892826,892826,Brendan ,Styer,Brendan 454@abcmail.com,male,20-29,Adult,black,Gauteng,@Brendan 45,Boomerang,1/3/2016 6:17,2026-04-16T00:08:18.000Z
893019,893019,Lane ,Mccown,Lane 112@gmail.com,male,50-59,Mature Adult,white,Kwazulu Natal,@Lane 11,ICC Cricket World Cup 2011,3/23/2016 12:03,2026-04-16T00:01:52.000Z
893191,893191,Robby ,Langenfeld,Robby 163@mail.com,male,60-69,Pre_Retirement,white,Western Cape,@Robby 16,kykNET,3/20/2016 21:10,2026-04-16T00:14:45.000Z
893287,893287,Romeo ,Deblois,Romeo 375@mailxyz.com,male,30-39,Mid Adult,black,Limpopo,@Romeo 37,Africa Magic,3/27/2016 19:23,2026-04-16T00:00:32.000Z
893396,893396,Stephen ,Tatham,Stephen 154@abcmail.com,male,30-39,Adult,indian_asian,Gauteng,@Stephen 15,SuperSport Blitz,3/8/2016 16:41,2026-04-16T00:01:34.000Z
893565,893565,Abel ,Mastrangelo,Abel 185@mailxyz.com,male,20-29,Adult,black,Eastern Cape,@Abel 18,Africa Magic,3/19/2016 14:10,2026-04-16T00:02:46.000Z
893651,893651,Samuel ,Gettys,Samuel 265@mailxyz.com,male,40-49,Mid Adult,black,Kwazulu Natal,@Samuel 26,Africa Magic,3/20/2016 22:44,2026-04-16T00:00:51.000Z
893814,893814,Romeo ,Lavoie,Romeo 375@mailxyz.com,male,20-29,Adult,coloured,Western Cape,@Romeo 37,Supersport Live Events,3/5/2016 17:46,2026-04-16T00:01:42.000Z
894183,894183,Dia ,Arrieta,Dia 331@yahoo.com,female,30-39,Adult,black,Gauteng,@Dia 33,E! Entertainment,3/25/2016 18:57,2026-04-16T00:30:46.000Z
895078,895078,Hollis ,Deblois,Hollis 384@abcmail.com,male,30-39,Mid Adult,indian_asian,Gauteng,@Hollis 38,Supersport Live Events,3/23/2016 17:43,2026-04-16T00:00:04.000Z
903455,903455,Hyman ,Mina,Hyman 83@mail.com,male,60-69,Seniors,None,Gauteng,@Hyman 8,ICC Cricket World Cup 2011,3/29/2016 19:00,2026-04-16T00:08:30.000Z
905393,905393,Abel ,Beville,Abel 182@gmail.com,male,20-29,Adult,black,Limpopo,@Abel 18,E! Entertainment,3/25/2016 8:46,2026-04-16T00:44:06.000Z
906463,906463,Art ,Mcculloch,Art 402@gmail.com,male,30-39,Mid Adult,indian_asian,Limpopo,@Art 40,M-Net,3/25/2016 19:10,2026-04-16T00:03:52.000Z
906709,906709,Irving ,Sytsma,Irving 53@mail.com,male,30-39,Adult,indian_asian,Limpopo,@Irving 5,Supersport Live Events,3/24/2016 10:19,2026-04-16T00:04:22.000Z
907117,907117,Earl ,Sytsma,Earl 421@yahoo.com,male,20-29,Adult,indian_asian,Gauteng,@Earl 42,ICC Cricket World Cup 2011,3/30/2016 13:01,2026-04-16T00:02:14.000Z
907292,907292,Randy ,Martello,Randy 391@yahoo.com,male,30-39,Adult,indian_asian,Gauteng,@Randy 39,Supersport Live Events,3/24/2016 14:41,2026-04-16T01:33:50.000Z
907294,907294,Jared ,Caves,Jared 503@mail.com,male,20-29,Adult,indian_asian,Gauteng,@Jared 50,Supersport Live Events,3/24/2016 12:07,2026-04-16T01:40:10.000Z
907517,907517,Lane ,Mcclaine,Lane 113@mail.com,male,30-39,Mid Adult,coloured,Free State,@Lane 11,ICC Cricket World Cup 2011,3/25/2016 14:57,2026-04-16T00:36:30.000Z
907627,907627,Carter ,Deblois,Carter 31@yahoo.com,male,30-39,Mid Adult,indian_asian,Gauteng,@Carter 3,Supersport Live Events,3/24/2016 16:03,2026-04-16T00:01:28.000Z
908535,908535,Donald ,Gettys,Donald 223@mail.com,male,40-49,Mid Adult,black,Gauteng,@Donald 22,Supersport Live Events,3/25/2016 16:01,2026-04-16T00:01:32.000Z
909181,909181,Earl ,Crotty,Earl 421@yahoo.com,male,30-39,Mid Adult,white,Eastern Cape,@Earl 42,Boomerang,3/25/2016 17:08,2026-04-16T00:00:34.000Z
909837,909837,Art ,Holt,Art 403@mail.com,male,40-49,Mid Adult,black,Gauteng,@Art 40,Supersport Live Events,3/26/2016 20:13,2026-04-16T00:00:32.000Z
926998,926998,Jacinto ,Mccown,Jacinto 252@gmail.com,male,20-29,Adult,indian_asian,Gauteng,@Jacinto 25,ICC Cricket World Cup 2011,3/30/2016 12:37,2026-04-16T00:08:12.000Z
928133,928133,Hyman ,Marek,Hyman 83@mail.com,male,40-49,Mature Adult,indian_asian,North West,@Hyman 8,ICC Cricket World Cup 2011,3/30/2016 10:39,2026-04-16T00:04:26.000Z
930290,930290,Hyman ,Gettys,Hyman 84@abcmail.com,male,30-39,Mid Adult,indian_asian,Gauteng,@Hyman 8,SuperSport Blitz,3/30/2016 21:23,2026-04-16T00:00:46.000Z
930759,930759,Loyd ,Jacox,Loyd 491@yahoo.com,male,20-29,Young Adults,indian_asian,Gauteng,@Loyd 49,ICC Cricket World Cup 2011,3/29/2016 17:34,2026-04-16T01:29:52.000Z
939566,939566,Bret ,Holt,Bret 314@abcmail.com,male,20-29,Adult,None,Mpumalanga,@Bret 31,Supersport Live Events,1/9/2016 17:40,2026-04-16T00:22:02.000Z
939659,939659,Art ,Mccollum,Art 404@abcmail.com,male,20-29,Young Adults,black,Limpopo,@Art 40,Africa Magic,3/19/2016 21:09,2026-04-16T00:02:57.000Z
939753,939753,Michel ,Lavoie,Michel 201@yahoo.com,male,40-49,Mid Adult,coloured,Western Cape,@Michel 20,SawSee,3/19/2016 13:38,2026-04-16T00:00:08.000Z
939878,939878,Abel ,Reisinger,Abel 182@gmail.com,male,20-29,Young Adults,black,Gauteng,@Abel 18,Trace TV,2/28/2016 20:47,2026-04-16T00:01:57.000Z
939975,939975,Brendan ,Jacox,Brendan 453@mail.com,male,40-49,Mid Adult,black,Gauteng,@Brendan 45,Channel O,3/31/2016 21:44,2026-04-16T00:02:45.000Z
940169,940169,Kyle ,Tancredi,Kyle 64@abcmail.com,male,40-49,Mature Adult,black,Gauteng,@Kyle 6,Vuzu,3/15/2016 17:05,2026-04-16T00:00:35.000Z
940384,940384,Hyman ,Mccown,Hyman 82@gmail.com,male,20-29,Young Adults,black,Gauteng,@Hyman 8,Trace TV,3/27/2016 16:43,2026-04-16T00:02:24.000Z
940466,940466,Stacy ,Arrieta,Stacy 275@mailxyz.com,male,20-29,Adult,white,Limpopo,@Stacy 27,Cartoon Network,3/28/2016 3:41,2026-04-16T00:03:40.000Z
940888,940888,Dion ,Shkreli,Dion 332@gmail.com,male,20-29,Adult,None,Gauteng,@Dion 33,ICC Cricket World Cup 2011,3/30/2016 16:13,2026-04-16T01:42:58.000Z
940902,940902,Hugh,Martello,Hugh15@mailxyz.com,male,40-49,Mid Adult,black,Western Cape,@Hugh1,Channel O,3/4/2016 21:47,2026-04-16T00:02:51.000Z
941012,941012,Dee ,Mcclaine,Dee 213@mail.com,male,20-29,Adult,indian_asian,Gauteng,@Dee 21,ICC Cricket World Cup 2011,3/30/2016 14:23,2026-04-16T00:06:08.000Z
941048,941048,Irving ,Mina,Irving 53@mail.com,male,40-49,Mature Adult,white,Gauteng,@Irving 5,Supersport Live Events,3/26/2016 15:29,2026-04-16T00:03:14.000Z
941513,941513,Markus ,Martello,Markus 191@yahoo.com,male,30-39,Mid Adult,black,Kwazulu Natal,@Markus 19,CNN,3/29/2016 12:26,2026-04-16T00:00:22.000Z
941685,941685,Lloyd ,Woolard,Lloyd 75@mailxyz.com,male,40-49,Mid Adult,coloured,Western Cape,@Lloyd 7,ICC Cricket World Cup 2011,3/30/2016 19:02,2026-04-16T02:21:18.000Z
941734,941734,Roxane ,Lavoie,Roxane 384@abcmail.com,female,30-39,Adult,None,Western Cape,@Roxane 38,E! Entertainment,3/13/2016 2:27,2026-04-16T00:32:06.000Z
1064537,1064537,Hugh,Crotty,Hugh13@mail.com,male,30-39,Adult,indian_asian,Gauteng,@Hugh1,ICC Cricket World Cup 2011,3/30/2016 10:01,2026-04-16T00:00:34.000Z
1107044,1107044,Rebekah ,Paradis,Rebekah 192@gmail.com,female,30-39,Adult,black,Mpumalanga,@Rebekah 19,Africa Magic,3/20/2016 11:15,2026-04-16T00:00:55.000Z
1107713,1107713,Chas ,Pilot,Chas 352@gmail.com,male,40-49,Mid Adult,black,Gauteng,@Chas 35,Trace TV,3/4/2016 17:45,2026-04-16T00:01:30.000Z
1107714,1107714,Cody ,Creager,Cody 122@gmail.com,male,20-29,Adult,black,North West,@Cody 12,Channel O,1/25/2016 11:22,2026-04-16T00:24:33.000Z
1108000,1108000,Garry ,Roquemore,Garry 283@mail.com,male,40-49,Mature Adult,black,Kwazulu Natal,@Garry 28,Channel O,3/1/2016 18:06,2026-04-16T00:01:54.000Z
1108688,1108688,Loyd ,Pool,Loyd 494@abcmail.com,male,20-29,Young Adults,black,North West,@Loyd 49,Boomerang,3/21/2016 22:59,2026-04-16T00:00:47.000Z
1108944,1108944,Dee ,Curran,Dee 211@yahoo.com,male,0-9,Child/Infant,coloured,Western Cape,@Dee 21,Boomerang,3/13/2016 20:30,2026-04-16T00:02:33.000Z
1109510,1109510,Stefan ,Gettys,Stefan 465@mailxyz.com,male,20-29,Adult,black,North West,@Stefan 46,Channel O,3/30/2016 16:21,2026-04-16T00:15:18.000Z
2000015,2000015,Claud ,Gettys,Claud 344@abcmail.com,male,50-59,Pre_Retirement,coloured,Western Cape,@Claud 34,Channel O,1/4/2016 11:51,2026-04-16T00:00:18.000Z
2021327,2021327,Lane ,Jacox,Lane 112@gmail.com,male,70-79,Elderly,white,Gauteng,@Lane 11,Africa Magic,3/17/2016 17:24,2026-04-16T00:00:51.000Z
2021333,2021333,Chas ,Reisinger,Chas 355@mailxyz.com,male,30-39,Mid Adult,black,Gauteng,@Chas 35,Break in transmission,2/27/2016 21:10,2026-04-16T00:00:15.000Z
2091890,2091890,Raymundo ,Reisinger,Raymundo 431@yahoo.com,male,20-29,Adult,white,Western Cape,@Raymundo 43,Channel O,3/21/2016 23:48,2026-04-16T00:01:12.000Z
2092227,2092227,Eula ,Mccown,Eula 475@mailxyz.com,female,19-Oct,Teenagers,coloured,Northern Cape,@Eula 47,Boomerang,1/20/2016 21:47,2026-04-16T00:04:39.000Z
2092357,2092357,Stephen ,Roquemore,Stephen 152@gmail.com,male,60-69,Pre_Retirement,white,Western Cape,@Stephen 15,CNN,2/20/2016 20:34,2026-04-16T00:01:19.000Z
2165751,2165751,Len ,Shkreli,Len 443@mail.com,male,19-Oct,Young Adults,black,Mpumalanga,@Len 44,Channel O,3/29/2016 15:22,2026-04-16T00:04:09.000Z
2203487,2203487,Emerson ,Deblois,Emerson 244@abcmail.com,male,50-59,Mature Adult,black,Mpumalanga,@Emerson 24,Africa Magic,1/14/2016 14:09,2026-04-16T00:00:23.000Z
2203546,2203546,Garry ,Pilot,Garry 281@yahoo.com,male,30-39,Adult,black,Western Cape,@Garry 28,ICC Cricket World Cup 2011,3/25/2016 18:40,2026-04-16T00:06:32.000Z
2203924,2203924,Earline ,Zweifel,Earline 22@gmail.com,female,50-59,Pre_Retirement,black,Gauteng,@Earline 2,Africa Magic,3/25/2016 19:39,2026-04-16T00:02:27.000Z
2204385,2204385,Stefan ,Beville,Stefan 461@yahoo.com,male,30-39,Adult,coloured,Western Cape,@Stefan 46,Trace TV,3/18/2016 23:05,2026-04-16T00:00:12.000Z
2205568,2205568,Garry ,Beville,Garry 281@yahoo.com,male,40-49,Mature Adult,coloured,Western Cape,@Garry 28,SuperSport Blitz,2/6/2016 17:34,2026-04-16T00:00:00.000Z
2216415,2216415,Claud ,Roquemore,Claud 341@yahoo.com,male,30-39,Adult,None,Free State,@Claud 34,Supersport Live Events,3/5/2016 8:18,2026-04-16T00:02:22.000Z
2288798,2288798,Meghann ,Curran,Meghann 141@yahoo.com,female,40-49,Mid Adult,black,Eastern Cape,@Meghann 14,E! Entertainment,2/29/2016 1:34,2026-04-16T00:02:12.000Z
2289159,2289159,Gretta ,Mosser,Gretta 414@abcmail.com,female,30-39,Adult,black,Gauteng,@Gretta 41,ICC Cricket World Cup 2011,2/24/2016 13:22,2026-04-16T00:04:04.000Z
2360510,2360510,Brendan ,Reisinger,Brendan 451@yahoo.com,male,30-39,Mid Adult,indian_asian,Gauteng,@Brendan 45,CNN,3/25/2016 21:55,2026-04-16T00:01:39.000Z
2361485,2361485,Samuel ,Slane,Samuel 262@gmail.com,male,30-39,Adult,coloured,Western Cape,@Samuel 26,Trace TV,2/23/2016 10:32,2026-04-16T00:09:18.000Z
2361585,2361585,Michel ,Gettys,Michel 204@abcmail.com,male,30-39,Adult,white,Free State,@Michel 20,Supersport Live Events,3/3/2016 12:21,2026-04-16T00:04:28.000Z
2361668,2361668,Lloyd ,Mastrangelo,Lloyd 74@abcmail.com,male,30-39,Adult,indian_asian,Limpopo,@Lloyd 7,SuperSport Blitz,2/21/2016 22:12,2026-04-16T00:01:50.000Z
2362014,2362014,Kyle ,Tatham,Kyle 65@mailxyz.com,male,50-59,Pre_Retirement,black,Gauteng,@Kyle 6,Africa Magic,2/13/2016 17:40,2026-04-16T00:00:14.000Z
2362204,2362204,Carter ,Mosser,Carter 32@gmail.com,male,40-49,Mature Adult,None,Western Cape,@Carter 3,Supersport Live Events,1/22/2016 15:14,2026-04-16T00:00:22.000Z
2368568,2368568,Raymundo ,Condie,Raymundo 435@mailxyz.com,male,40-49,Mature Adult,indian_asian,Kwazulu Natal,@Raymundo 43,Channel O,3/15/2016 23:31,2026-04-16T00:24:39.000Z
2370645,2370645,Hyman ,Hier,Hyman 82@gmail.com,male,20-29,Young Adults,black,North West,@Hyman 8,SuperSport Blitz,2/14/2016 11:44,2026-04-16T00:18:40.000Z
2370685,2370685,Lloyd ,Tancredi,Lloyd 74@abcmail.com,male,40-49,Mature Adult,black,Free State,@Lloyd 7,Channel O,1/4/2016 15:00,2026-04-16T00:40:00.000Z
2371146,2371146,Haywood ,Marek,Haywood 93@mail.com,male,50-59,Mature Adult,black,Eastern Cape,@Haywood 9,SuperSport Blitz,2/16/2016 0:18,2026-04-16T00:01:44.000Z
2371206,2371206,Claud ,Martello,Claud 345@mailxyz.com,male,30-39,Mid Adult,coloured,Western Cape,@Claud 34,SuperSport Blitz,3/9/2016 19:48,2026-04-16T00:16:56.000Z
2421529,2421529,Dee ,Zweifel,Dee 213@mail.com,male,30-39,Adult,indian_asian,Limpopo,@Dee 21,SuperSport Blitz,2/7/2016 7:37,2026-04-16T00:04:46.000Z
2421855,2421855,Loyd ,Deblois,Loyd 494@abcmail.com,male,40-49,Mid Adult,indian_asian,Limpopo,@Loyd 49,SawSee,3/24/2016 23:09,2026-04-16T00:13:01.000Z
2423050,2423050,Bret ,Curran,Bret 315@mailxyz.com,male,30-39,Mid Adult,indian_asian,Gauteng,@Bret 31,SuperSport Blitz,3/18/2016 19:24,2026-04-16T00:15:56.000Z
2423144,2423144,Garry ,Creager,Garry 285@mailxyz.com,male,30-39,Mid Adult,indian_asian,Gauteng,@Garry 28,ICC Cricket World Cup 2011,3/5/2016 14:55,2026-04-16T02:19:30.000Z
2426271,2426271,Samuel ,Pool,Samuel 264@abcmail.com,male,50-59,Mature Adult,white,Mpumalanga,@Samuel 26,SuperSport Blitz,3/23/2016 10:00,2026-04-16T00:16:12.000Z
2426439,2426439,Carter ,Styer,Carter 33@mail.com,male,30-39,Mid Adult,coloured,Western Cape,@Carter 3,Supersport Live Events,2/19/2016 21:15,2026-04-16T00:00:42.000Z
2427404,2427404,Hyman ,Mastrangelo,Hyman 85@mailxyz.com,male,20-29,Young Adults,coloured,Eastern Cape,@Hyman 8,Trace TV,1/11/2016 13:32,2026-04-16T00:01:45.000Z
853655,853655,Earl ,Restivo,Earl 425@mailxyz.com,male,20-29,Young Adults,black,Gauteng,@Earl 42,SawSee,2/16/2016 17:45,2026-04-16T00:00:00.000Z
2023963,2023963,Hugh,Biggers,Hugh12@gmail.com,male,30-39,Adult,indian_asian,Kwazulu Natal,@Hugh1,SuperSport Blitz,3/4/2016 21:34,2026-04-16T00:00:00.000Z
333816,333816,Carter ,Mina,Carter 33@mail.com,male,19-Oct,Young Adults,black,Limpopo,@Carter 3,SawSee,2/13/2016 22:01,2026-04-16T00:00:00.000Z
174422,174422,Bernardo ,Gettys,Bernardo 321@yahoo.com,male,30-39,Mid Adult,black,Kwazulu Natal,@Bernardo 32,SuperSport Blitz,3/8/2016 19:44,2026-04-16T00:00:00.000Z
848249,848249,Adela ,Vital,Adela 411@yahoo.com,female,40-49,Mid Adult,coloured,Western Cape,@Adela 41,Supersport Live Events,3/3/2016 23:24,2026-04-16T00:00:00.000Z
838360,838360,Haywood ,Gettys,Haywood 95@mailxyz.com,male,20-29,Adult,None,Western Cape,@Haywood 9,Supersport Live Events,3/1/2016 21:12,2026-04-16T00:00:00.000Z
50671,50671,Romeo ,Restivo,Romeo 373@mail.com,male,50-59,Mature Adult,indian_asian,Kwazulu Natal,@Romeo 37,Cartoon Network,3/27/2016 22:31,2026-04-16T00:00:00.000Z
1061893,1061893,Dee ,Beville,Dee 211@yahoo.com,male,20-29,Young Adults,indian_asian,Eastern Cape,@Dee 21,ICC Cricket World Cup 2011,3/23/2016 14:10,2026-04-16T00:00:00.000Z
966404,966404,Art ,Nicholls,Art 404@abcmail.com,male,20-29,Adult,black,Mpumalanga,@Art 40,Supersport Live Events,3/13/2016 15:42,2026-04-16T00:00:00.000Z
115025,115025,Raymundo ,Mccown,Raymundo 431@yahoo.com,male,40-49,Mature Adult,None,Gauteng,@Raymundo 43,Supersport Live Events,2/6/2016 18:13,2026-04-16T00:00:00.000Z
1120547,1120547,Seema ,Fudge,Seema 205@mailxyz.com,female,20-29,Young Adults,coloured,Western Cape,@Seema 20,SuperSport Blitz,3/9/2016 7:17,2026-04-16T00:00:00.000Z
813903,813903,Claud ,Nicholls,Claud 345@mailxyz.com,male,60-69,Pre_Retirement,None,North West,@Claud 34,Africa Magic,2/26/2016 22:03,2026-04-16T00:00:00.000Z
1457213,1457213,Jared ,Condie,Jared 505@mailxyz.com,male,30-39,Mid Adult,black,Gauteng,@Jared 50,SuperSport Blitz,2/20/2016 10:57,2026-04-16T00:00:00.000Z
1771036,1771036,Stephen ,Woolard,Stephen 154@abcmail.com,male,30-39,Mid Adult,black,Limpopo,@Stephen 15,SuperSport Blitz,2/16/2016 19:10,2026-04-16T00:00:00.000Z
